CDS	LEAname	Countyname	LocalIndicator	Performance
18641700000000	Richmond Elementary	Lassen	Basic-Priority Area 1	Met
18641700000000	Richmond Elementary	Lassen	Academic-Priority Area 2	Met
18641700000000	Richmond Elementary	Lassen	Parents-Priority Area 3	Met
18641700000000	Richmond Elementary	Lassen	Climate-Priority Area 6	Met
18641880000000	Shaffer Union Elementary	Lassen	Basic-Priority Area 1	Met
18641880000000	Shaffer Union Elementary	Lassen	Academic-Priority Area 2	Met
18641880000000	Shaffer Union Elementary	Lassen	Parents-Priority Area 3	Met
18641880000000	Shaffer Union Elementary	Lassen	Climate-Priority Area 6	Met
18641960000000	Susanville Elementary	Lassen	Basic-Priority Area 1	Met
18641960000000	Susanville Elementary	Lassen	Academic-Priority Area 2	Met
18641960000000	Susanville Elementary	Lassen	Parents-Priority Area 3	Met
18641960000000	Susanville Elementary	Lassen	Climate-Priority Area 6	Met
18642040000000	Westwood Unified	Lassen	Basic-Priority Area 1	Met
18642040000000	Westwood Unified	Lassen	Academic-Priority Area 2	Met
18642040000000	Westwood Unified	Lassen	Parents-Priority Area 3	Met
18642040000000	Westwood Unified	Lassen	Climate-Priority Area 6	Met
18750360000000	Fort Sage Unified	Lassen	Basic-Priority Area 1	Met
18750360000000	Fort Sage Unified	Lassen	Academic-Priority Area 2	Met
18750360000000	Fort Sage Unified	Lassen	Parents-Priority Area 3	Not Met
18750360000000	Fort Sage Unified	Lassen	Climate-Priority Area 6	Met
19101990000000	Los Angeles County Office of Education	Los Angeles	Basic-Priority Area 1	Met
19101990000000	Los Angeles County Office of Education	Los Angeles	Academic-Priority Area 2	Met
19101990000000	Los Angeles County Office of Education	Los Angeles	Parents-Priority Area 3	Met
19101990000000	Los Angeles County Office of Education	Los Angeles	Climate-Priority Area 6	Met
19101990000000	Los Angeles County Office of Education	Los Angeles	Expelled-Priority Area 9	Not Met
19101990000000	Los Angeles County Office of Education	Los Angeles	FosterYouth-Priority Area 10	Not Met
19642120000000	ABC Unified	Los Angeles	Basic-Priority Area 1	Met
19642120000000	ABC Unified	Los Angeles	Academic-Priority Area 2	Met
19642120000000	ABC Unified	Los Angeles	Parents-Priority Area 3	Met
19642120000000	ABC Unified	Los Angeles	Climate-Priority Area 6	Met
19642460000000	Antelope Valley Union High	Los Angeles	Basic-Priority Area 1	Met
19642460000000	Antelope Valley Union High	Los Angeles	Academic-Priority Area 2	Met
19642460000000	Antelope Valley Union High	Los Angeles	Parents-Priority Area 3	Met
19642460000000	Antelope Valley Union High	Los Angeles	Climate-Priority Area 6	Met
19642610000000	Arcadia Unified	Los Angeles	Basic-Priority Area 1	Met
19642610000000	Arcadia Unified	Los Angeles	Academic-Priority Area 2	Met
19642610000000	Arcadia Unified	Los Angeles	Parents-Priority Area 3	Met
19642610000000	Arcadia Unified	Los Angeles	Climate-Priority Area 6	Met
19642790000000	Azusa Unified	Los Angeles	Basic-Priority Area 1	Met
19642790000000	Azusa Unified	Los Angeles	Academic-Priority Area 2	Met
19642790000000	Azusa Unified	Los Angeles	Parents-Priority Area 3	Met
19642790000000	Azusa Unified	Los Angeles	Climate-Priority Area 6	Met
19642870000000	Baldwin Park Unified	Los Angeles	Basic-Priority Area 1	Met
19642870000000	Baldwin Park Unified	Los Angeles	Academic-Priority Area 2	Met
19642870000000	Baldwin Park Unified	Los Angeles	Parents-Priority Area 3	Met
19642870000000	Baldwin Park Unified	Los Angeles	Climate-Priority Area 6	Met
19642950000000	Bassett Unified	Los Angeles	Basic-Priority Area 1	Met
19642950000000	Bassett Unified	Los Angeles	Academic-Priority Area 2	Met
19642950000000	Bassett Unified	Los Angeles	Parents-Priority Area 3	Met
19642950000000	Bassett Unified	Los Angeles	Climate-Priority Area 6	Met
19643030000000	Bellflower Unified	Los Angeles	Basic-Priority Area 1	Met
19643030000000	Bellflower Unified	Los Angeles	Academic-Priority Area 2	Met
19643030000000	Bellflower Unified	Los Angeles	Parents-Priority Area 3	Met
19643030000000	Bellflower Unified	Los Angeles	Climate-Priority Area 6	Met
19643110000000	Beverly Hills Unified	Los Angeles	Basic-Priority Area 1	Met
19643110000000	Beverly Hills Unified	Los Angeles	Academic-Priority Area 2	Met
19643110000000	Beverly Hills Unified	Los Angeles	Parents-Priority Area 3	Met
19643110000000	Beverly Hills Unified	Los Angeles	Climate-Priority Area 6	Met
19643290000000	Bonita Unified	Los Angeles	Basic-Priority Area 1	Met
19643290000000	Bonita Unified	Los Angeles	Academic-Priority Area 2	Met
19643290000000	Bonita Unified	Los Angeles	Parents-Priority Area 3	Met
19643290000000	Bonita Unified	Los Angeles	Climate-Priority Area 6	Met
19643370000000	Burbank Unified	Los Angeles	Basic-Priority Area 1	Met
19643370000000	Burbank Unified	Los Angeles	Academic-Priority Area 2	Met
19643370000000	Burbank Unified	Los Angeles	Parents-Priority Area 3	Met
19643370000000	Burbank Unified	Los Angeles	Climate-Priority Area 6	Met
19643450000000	Castaic Union	Los Angeles	Basic-Priority Area 1	Met
19643450000000	Castaic Union	Los Angeles	Academic-Priority Area 2	Met
19643450000000	Castaic Union	Los Angeles	Parents-Priority Area 3	Met
19643450000000	Castaic Union	Los Angeles	Climate-Priority Area 6	Met
19643520000000	Centinela Valley Union High	Los Angeles	Basic-Priority Area 1	Met
19643520000000	Centinela Valley Union High	Los Angeles	Academic-Priority Area 2	Met
19643520000000	Centinela Valley Union High	Los Angeles	Parents-Priority Area 3	Met
19643520000000	Centinela Valley Union High	Los Angeles	Climate-Priority Area 6	Met
19643780000000	Charter Oak Unified	Los Angeles	Basic-Priority Area 1	Met
19643780000000	Charter Oak Unified	Los Angeles	Academic-Priority Area 2	Met
19643780000000	Charter Oak Unified	Los Angeles	Parents-Priority Area 3	Met
19643780000000	Charter Oak Unified	Los Angeles	Climate-Priority Area 6	Met
19643940000000	Claremont Unified	Los Angeles	Basic-Priority Area 1	Met
19643940000000	Claremont Unified	Los Angeles	Academic-Priority Area 2	Met
19643940000000	Claremont Unified	Los Angeles	Parents-Priority Area 3	Met
19643940000000	Claremont Unified	Los Angeles	Climate-Priority Area 6	Met
19644360000000	Covina-Valley Unified	Los Angeles	Basic-Priority Area 1	Met
19644360000000	Covina-Valley Unified	Los Angeles	Academic-Priority Area 2	Met
19644360000000	Covina-Valley Unified	Los Angeles	Parents-Priority Area 3	Met
19644360000000	Covina-Valley Unified	Los Angeles	Climate-Priority Area 6	Met
19644440000000	Culver City Unified	Los Angeles	Basic-Priority Area 1	Met
19644440000000	Culver City Unified	Los Angeles	Academic-Priority Area 2	Met
19644440000000	Culver City Unified	Los Angeles	Parents-Priority Area 3	Met
19644440000000	Culver City Unified	Los Angeles	Climate-Priority Area 6	Met
19644510000000	Downey Unified	Los Angeles	Basic-Priority Area 1	Met
19644510000000	Downey Unified	Los Angeles	Academic-Priority Area 2	Met
19644510000000	Downey Unified	Los Angeles	Parents-Priority Area 3	Met
19644510000000	Downey Unified	Los Angeles	Climate-Priority Area 6	Met
19644690000000	Duarte Unified	Los Angeles	Basic-Priority Area 1	Met
19644690000000	Duarte Unified	Los Angeles	Academic-Priority Area 2	Met
19644690000000	Duarte Unified	Los Angeles	Parents-Priority Area 3	Met
19644690000000	Duarte Unified	Los Angeles	Climate-Priority Area 6	Met
19644770000000	Eastside Union Elementary	Los Angeles	Basic-Priority Area 1	Met
19644770000000	Eastside Union Elementary	Los Angeles	Academic-Priority Area 2	Met
19644770000000	Eastside Union Elementary	Los Angeles	Parents-Priority Area 3	Met
19644770000000	Eastside Union Elementary	Los Angeles	Climate-Priority Area 6	Met
19644850000000	East Whittier City Elementary	Los Angeles	Basic-Priority Area 1	Met
19644850000000	East Whittier City Elementary	Los Angeles	Academic-Priority Area 2	Met
19644850000000	East Whittier City Elementary	Los Angeles	Parents-Priority Area 3	Met
19644850000000	East Whittier City Elementary	Los Angeles	Climate-Priority Area 6	Met
19645010000000	El Monte City	Los Angeles	Basic-Priority Area 1	Met
19645010000000	El Monte City	Los Angeles	Academic-Priority Area 2	Met
19645010000000	El Monte City	Los Angeles	Parents-Priority Area 3	Met
19645010000000	El Monte City	Los Angeles	Climate-Priority Area 6	Met
19645190000000	El Monte Union High	Los Angeles	Basic-Priority Area 1	Met
19645190000000	El Monte Union High	Los Angeles	Academic-Priority Area 2	Met
19645190000000	El Monte Union High	Los Angeles	Parents-Priority Area 3	Met
19645190000000	El Monte Union High	Los Angeles	Climate-Priority Area 6	Not Met
19645270000000	El Rancho Unified	Los Angeles	Basic-Priority Area 1	Met
19645270000000	El Rancho Unified	Los Angeles	Academic-Priority Area 2	Met
19645270000000	El Rancho Unified	Los Angeles	Parents-Priority Area 3	Met
19645270000000	El Rancho Unified	Los Angeles	Climate-Priority Area 6	Met
19645350000000	El Segundo Unified	Los Angeles	Basic-Priority Area 1	Met
19645350000000	El Segundo Unified	Los Angeles	Academic-Priority Area 2	Met
19645350000000	El Segundo Unified	Los Angeles	Parents-Priority Area 3	Met
19645350000000	El Segundo Unified	Los Angeles	Climate-Priority Area 6	Met
19645500000000	Garvey Elementary	Los Angeles	Basic-Priority Area 1	Met
19645500000000	Garvey Elementary	Los Angeles	Academic-Priority Area 2	Met
19645500000000	Garvey Elementary	Los Angeles	Parents-Priority Area 3	Met
19645500000000	Garvey Elementary	Los Angeles	Climate-Priority Area 6	Met
19645680000000	Glendale Unified	Los Angeles	Basic-Priority Area 1	Met
19645680000000	Glendale Unified	Los Angeles	Academic-Priority Area 2	Met
19645680000000	Glendale Unified	Los Angeles	Parents-Priority Area 3	Met
19645680000000	Glendale Unified	Los Angeles	Climate-Priority Area 6	Met
19645760000000	Glendora Unified	Los Angeles	Basic-Priority Area 1	Met
19645760000000	Glendora Unified	Los Angeles	Academic-Priority Area 2	Met
19645760000000	Glendora Unified	Los Angeles	Parents-Priority Area 3	Met
19645760000000	Glendora Unified	Los Angeles	Climate-Priority Area 6	Met
19645840000000	Gorman Joint	Los Angeles	Basic-Priority Area 1	Met
19645840000000	Gorman Joint	Los Angeles	Academic-Priority Area 2	Met
19645840000000	Gorman Joint	Los Angeles	Parents-Priority Area 3	Met
19645840000000	Gorman Joint	Los Angeles	Climate-Priority Area 6	Met
19645920000000	Hawthorne	Los Angeles	Basic-Priority Area 1	Met
19645920000000	Hawthorne	Los Angeles	Academic-Priority Area 2	Met
19645920000000	Hawthorne	Los Angeles	Parents-Priority Area 3	Met
19645920000000	Hawthorne	Los Angeles	Climate-Priority Area 6	Met
19646000000000	Hermosa Beach City Elementary	Los Angeles	Basic-Priority Area 1	Met
19646000000000	Hermosa Beach City Elementary	Los Angeles	Academic-Priority Area 2	Met
19646000000000	Hermosa Beach City Elementary	Los Angeles	Parents-Priority Area 3	Met
19646000000000	Hermosa Beach City Elementary	Los Angeles	Climate-Priority Area 6	Met
19646260000000	Hughes-Elizabeth Lakes Union Elementary	Los Angeles	Basic-Priority Area 1	Met
19646260000000	Hughes-Elizabeth Lakes Union Elementary	Los Angeles	Academic-Priority Area 2	Met
19646260000000	Hughes-Elizabeth Lakes Union Elementary	Los Angeles	Parents-Priority Area 3	Met
19646260000000	Hughes-Elizabeth Lakes Union Elementary	Los Angeles	Climate-Priority Area 6	Met
19646340000000	Inglewood Unified	Los Angeles	Basic-Priority Area 1	Met
19646340000000	Inglewood Unified	Los Angeles	Academic-Priority Area 2	Met
19646340000000	Inglewood Unified	Los Angeles	Parents-Priority Area 3	Met
19646340000000	Inglewood Unified	Los Angeles	Climate-Priority Area 6	Met
19646420000000	Keppel Union Elementary	Los Angeles	Basic-Priority Area 1	Not Met
19646420000000	Keppel Union Elementary	Los Angeles	Academic-Priority Area 2	Met
19646420000000	Keppel Union Elementary	Los Angeles	Parents-Priority Area 3	Met
19646420000000	Keppel Union Elementary	Los Angeles	Climate-Priority Area 6	Met
19646590000000	La Canada Unified	Los Angeles	Basic-Priority Area 1	Met
19646590000000	La Canada Unified	Los Angeles	Academic-Priority Area 2	Met
19646590000000	La Canada Unified	Los Angeles	Parents-Priority Area 3	Met
19646590000000	La Canada Unified	Los Angeles	Climate-Priority Area 6	Met
19646670000000	Lancaster Elementary	Los Angeles	Basic-Priority Area 1	Met
19646670000000	Lancaster Elementary	Los Angeles	Academic-Priority Area 2	Met
19646670000000	Lancaster Elementary	Los Angeles	Parents-Priority Area 3	Met
19646670000000	Lancaster Elementary	Los Angeles	Climate-Priority Area 6	Met
19646830000000	Las Virgenes Unified	Los Angeles	Basic-Priority Area 1	Met
19646830000000	Las Virgenes Unified	Los Angeles	Academic-Priority Area 2	Met
19646830000000	Las Virgenes Unified	Los Angeles	Parents-Priority Area 3	Met
19646830000000	Las Virgenes Unified	Los Angeles	Climate-Priority Area 6	Met
19646910000000	Lawndale Elementary	Los Angeles	Basic-Priority Area 1	Met
19646910000000	Lawndale Elementary	Los Angeles	Academic-Priority Area 2	Met
19646910000000	Lawndale Elementary	Los Angeles	Parents-Priority Area 3	Met
19646910000000	Lawndale Elementary	Los Angeles	Climate-Priority Area 6	Met
19647090000000	Lennox	Los Angeles	Basic-Priority Area 1	Met
19647090000000	Lennox	Los Angeles	Academic-Priority Area 2	Met
19647090000000	Lennox	Los Angeles	Parents-Priority Area 3	Met
19647090000000	Lennox	Los Angeles	Climate-Priority Area 6	Met
19647170000000	Little Lake City Elementary	Los Angeles	Basic-Priority Area 1	Met
19647170000000	Little Lake City Elementary	Los Angeles	Academic-Priority Area 2	Met
19647170000000	Little Lake City Elementary	Los Angeles	Parents-Priority Area 3	Met
19647170000000	Little Lake City Elementary	Los Angeles	Climate-Priority Area 6	Met
19647250000000	Long Beach Unified	Los Angeles	Basic-Priority Area 1	Met
19647250000000	Long Beach Unified	Los Angeles	Academic-Priority Area 2	Met
19647250000000	Long Beach Unified	Los Angeles	Parents-Priority Area 3	Met
19647250000000	Long Beach Unified	Los Angeles	Climate-Priority Area 6	Met
19647330000000	Los Angeles Unified	Los Angeles	Basic-Priority Area 1	Met
19647330000000	Los Angeles Unified	Los Angeles	Academic-Priority Area 2	Met
19647330000000	Los Angeles Unified	Los Angeles	Parents-Priority Area 3	Met
19647330000000	Los Angeles Unified	Los Angeles	Climate-Priority Area 6	Met
19647580000000	Los Nietos	Los Angeles	Basic-Priority Area 1	Met
19647580000000	Los Nietos	Los Angeles	Academic-Priority Area 2	Met
19647580000000	Los Nietos	Los Angeles	Parents-Priority Area 3	Met
19647580000000	Los Nietos	Los Angeles	Climate-Priority Area 6	Met
19647660000000	Lowell Joint	Los Angeles	Basic-Priority Area 1	Met
19647660000000	Lowell Joint	Los Angeles	Academic-Priority Area 2	Met
19647660000000	Lowell Joint	Los Angeles	Parents-Priority Area 3	Met
19647660000000	Lowell Joint	Los Angeles	Climate-Priority Area 6	Met
19647740000000	Lynwood Unified	Los Angeles	Basic-Priority Area 1	Met
19647740000000	Lynwood Unified	Los Angeles	Academic-Priority Area 2	Met
19647740000000	Lynwood Unified	Los Angeles	Parents-Priority Area 3	Met
19647740000000	Lynwood Unified	Los Angeles	Climate-Priority Area 6	Met
19647900000000	Monrovia Unified	Los Angeles	Basic-Priority Area 1	Met
19647900000000	Monrovia Unified	Los Angeles	Academic-Priority Area 2	Met
19647900000000	Monrovia Unified	Los Angeles	Parents-Priority Area 3	Met
19647900000000	Monrovia Unified	Los Angeles	Climate-Priority Area 6	Met
19648080000000	Montebello Unified	Los Angeles	Basic-Priority Area 1	Met
19648080000000	Montebello Unified	Los Angeles	Academic-Priority Area 2	Met
19648080000000	Montebello Unified	Los Angeles	Parents-Priority Area 3	Met
19648080000000	Montebello Unified	Los Angeles	Climate-Priority Area 6	Met
19648160000000	Mountain View Elementary	Los Angeles	Basic-Priority Area 1	Met
19648160000000	Mountain View Elementary	Los Angeles	Academic-Priority Area 2	Met
19648160000000	Mountain View Elementary	Los Angeles	Parents-Priority Area 3	Met
19648160000000	Mountain View Elementary	Los Angeles	Climate-Priority Area 6	Met
19648320000000	Newhall	Los Angeles	Basic-Priority Area 1	Met
19648320000000	Newhall	Los Angeles	Academic-Priority Area 2	Met
19648320000000	Newhall	Los Angeles	Parents-Priority Area 3	Met
19648320000000	Newhall	Los Angeles	Climate-Priority Area 6	Met
19648400000000	Norwalk-La Mirada Unified	Los Angeles	Basic-Priority Area 1	Met
19648400000000	Norwalk-La Mirada Unified	Los Angeles	Academic-Priority Area 2	Met
19648400000000	Norwalk-La Mirada Unified	Los Angeles	Parents-Priority Area 3	Met
19648400000000	Norwalk-La Mirada Unified	Los Angeles	Climate-Priority Area 6	Met
19648570000000	Palmdale Elementary	Los Angeles	Basic-Priority Area 1	Met
19648570000000	Palmdale Elementary	Los Angeles	Academic-Priority Area 2	Met
19648570000000	Palmdale Elementary	Los Angeles	Parents-Priority Area 3	Met
19648570000000	Palmdale Elementary	Los Angeles	Climate-Priority Area 6	Met
19648650000000	Palos Verdes Peninsula Unified	Los Angeles	Basic-Priority Area 1	Met
19648650000000	Palos Verdes Peninsula Unified	Los Angeles	Academic-Priority Area 2	Met
19648650000000	Palos Verdes Peninsula Unified	Los Angeles	Parents-Priority Area 3	Met
19648650000000	Palos Verdes Peninsula Unified	Los Angeles	Climate-Priority Area 6	Met
19648730000000	Paramount Unified	Los Angeles	Basic-Priority Area 1	Met
19648730000000	Paramount Unified	Los Angeles	Academic-Priority Area 2	Met
19648730000000	Paramount Unified	Los Angeles	Parents-Priority Area 3	Met
19648730000000	Paramount Unified	Los Angeles	Climate-Priority Area 6	Met
19648810000000	Pasadena Unified	Los Angeles	Basic-Priority Area 1	Met
19648810000000	Pasadena Unified	Los Angeles	Academic-Priority Area 2	Met
19648810000000	Pasadena Unified	Los Angeles	Parents-Priority Area 3	Met
19648810000000	Pasadena Unified	Los Angeles	Climate-Priority Area 6	Met
19649070000000	Pomona Unified	Los Angeles	Basic-Priority Area 1	Met
19649070000000	Pomona Unified	Los Angeles	Academic-Priority Area 2	Met
19649070000000	Pomona Unified	Los Angeles	Parents-Priority Area 3	Met
19649070000000	Pomona Unified	Los Angeles	Climate-Priority Area 6	Not Met
19649310000000	Rosemead Elementary	Los Angeles	Basic-Priority Area 1	Met
19649310000000	Rosemead Elementary	Los Angeles	Academic-Priority Area 2	Met
19649310000000	Rosemead Elementary	Los Angeles	Parents-Priority Area 3	Met
19649310000000	Rosemead Elementary	Los Angeles	Climate-Priority Area 6	Met
19649640000000	San Marino Unified	Los Angeles	Basic-Priority Area 1	Met
19649640000000	San Marino Unified	Los Angeles	Academic-Priority Area 2	Met
19649640000000	San Marino Unified	Los Angeles	Parents-Priority Area 3	Met
19649640000000	San Marino Unified	Los Angeles	Climate-Priority Area 6	Met
19649800000000	Santa Monica-Malibu Unified	Los Angeles	Basic-Priority Area 1	Not Met
19649800000000	Santa Monica-Malibu Unified	Los Angeles	Academic-Priority Area 2	Not Met
19649800000000	Santa Monica-Malibu Unified	Los Angeles	Parents-Priority Area 3	Met
19649800000000	Santa Monica-Malibu Unified	Los Angeles	Climate-Priority Area 6	Met
19649980000000	Saugus Union	Los Angeles	Basic-Priority Area 1	Met
19649980000000	Saugus Union	Los Angeles	Academic-Priority Area 2	Met
19649980000000	Saugus Union	Los Angeles	Parents-Priority Area 3	Met
19649980000000	Saugus Union	Los Angeles	Climate-Priority Area 6	Met
19650290000000	South Pasadena Unified	Los Angeles	Basic-Priority Area 1	Met
19650290000000	South Pasadena Unified	Los Angeles	Academic-Priority Area 2	Met
19650290000000	South Pasadena Unified	Los Angeles	Parents-Priority Area 3	Met
19650290000000	South Pasadena Unified	Los Angeles	Climate-Priority Area 6	Met
19650370000000	South Whittier Elementary	Los Angeles	Basic-Priority Area 1	Met
19650370000000	South Whittier Elementary	Los Angeles	Academic-Priority Area 2	Met
19650370000000	South Whittier Elementary	Los Angeles	Parents-Priority Area 3	Met
19650370000000	South Whittier Elementary	Los Angeles	Climate-Priority Area 6	Met
19650450000000	Sulphur Springs Union	Los Angeles	Basic-Priority Area 1	Met
19650450000000	Sulphur Springs Union	Los Angeles	Academic-Priority Area 2	Met
19650450000000	Sulphur Springs Union	Los Angeles	Parents-Priority Area 3	Met
19650450000000	Sulphur Springs Union	Los Angeles	Climate-Priority Area 6	Met
19650520000000	Temple City Unified	Los Angeles	Basic-Priority Area 1	Met
19650520000000	Temple City Unified	Los Angeles	Academic-Priority Area 2	Met
19650520000000	Temple City Unified	Los Angeles	Parents-Priority Area 3	Met
19650520000000	Temple City Unified	Los Angeles	Climate-Priority Area 6	Met
19650600000000	Torrance Unified	Los Angeles	Basic-Priority Area 1	Met
19650600000000	Torrance Unified	Los Angeles	Academic-Priority Area 2	Met
19650600000000	Torrance Unified	Los Angeles	Parents-Priority Area 3	Met
19650600000000	Torrance Unified	Los Angeles	Climate-Priority Area 6	Met
19650780000000	Valle Lindo Elementary	Los Angeles	Basic-Priority Area 1	Met
19650780000000	Valle Lindo Elementary	Los Angeles	Academic-Priority Area 2	Met
19650780000000	Valle Lindo Elementary	Los Angeles	Parents-Priority Area 3	Met
19650780000000	Valle Lindo Elementary	Los Angeles	Climate-Priority Area 6	Met
19650940000000	West Covina Unified	Los Angeles	Basic-Priority Area 1	Met
19650940000000	West Covina Unified	Los Angeles	Academic-Priority Area 2	Met
19650940000000	West Covina Unified	Los Angeles	Parents-Priority Area 3	Met
19650940000000	West Covina Unified	Los Angeles	Climate-Priority Area 6	Met
19651020000000	Westside Union Elementary	Los Angeles	Basic-Priority Area 1	Met
19651020000000	Westside Union Elementary	Los Angeles	Academic-Priority Area 2	Met
19651020000000	Westside Union Elementary	Los Angeles	Parents-Priority Area 3	Met
19651020000000	Westside Union Elementary	Los Angeles	Climate-Priority Area 6	Met
19651100000000	Whittier City Elementary	Los Angeles	Basic-Priority Area 1	Met
19651100000000	Whittier City Elementary	Los Angeles	Academic-Priority Area 2	Met
19651100000000	Whittier City Elementary	Los Angeles	Parents-Priority Area 3	Met
19651100000000	Whittier City Elementary	Los Angeles	Climate-Priority Area 6	Met
19651280000000	Whittier Union High	Los Angeles	Basic-Priority Area 1	Met
19651280000000	Whittier Union High	Los Angeles	Academic-Priority Area 2	Met
19651280000000	Whittier Union High	Los Angeles	Parents-Priority Area 3	Met
19651280000000	Whittier Union High	Los Angeles	Climate-Priority Area 6	Met
19651360000000	William S. Hart Union High	Los Angeles	Basic-Priority Area 1	Met
19651360000000	William S. Hart Union High	Los Angeles	Academic-Priority Area 2	Met
19651360000000	William S. Hart Union High	Los Angeles	Parents-Priority Area 3	Met
19651360000000	William S. Hart Union High	Los Angeles	Climate-Priority Area 6	Met
19651510000000	Wilsona Elementary	Los Angeles	Basic-Priority Area 1	Met
19651510000000	Wilsona Elementary	Los Angeles	Academic-Priority Area 2	Met
19651510000000	Wilsona Elementary	Los Angeles	Parents-Priority Area 3	Met
19651510000000	Wilsona Elementary	Los Angeles	Climate-Priority Area 6	Met
19734370000000	Compton Unified	Los Angeles	Basic-Priority Area 1	Met
19734370000000	Compton Unified	Los Angeles	Academic-Priority Area 2	Met
19734370000000	Compton Unified	Los Angeles	Parents-Priority Area 3	Met
19734370000000	Compton Unified	Los Angeles	Climate-Priority Area 6	Met
19734450000000	Hacienda la Puente Unified	Los Angeles	Basic-Priority Area 1	Met
19734450000000	Hacienda la Puente Unified	Los Angeles	Academic-Priority Area 2	Met
19734450000000	Hacienda la Puente Unified	Los Angeles	Parents-Priority Area 3	Met
19734450000000	Hacienda la Puente Unified	Los Angeles	Climate-Priority Area 6	Met
19734520000000	Rowland Unified	Los Angeles	Basic-Priority Area 1	Met
19734520000000	Rowland Unified	Los Angeles	Academic-Priority Area 2	Met
19734520000000	Rowland Unified	Los Angeles	Parents-Priority Area 3	Met
19734520000000	Rowland Unified	Los Angeles	Climate-Priority Area 6	Met
19734600000000	Walnut Valley Unified	Los Angeles	Basic-Priority Area 1	Met
19734600000000	Walnut Valley Unified	Los Angeles	Academic-Priority Area 2	Met
19734600000000	Walnut Valley Unified	Los Angeles	Parents-Priority Area 3	Met
19734600000000	Walnut Valley Unified	Los Angeles	Climate-Priority Area 6	Met
19752910000000	San Gabriel Unified	Los Angeles	Basic-Priority Area 1	Met
19752910000000	San Gabriel Unified	Los Angeles	Academic-Priority Area 2	Met
19752910000000	San Gabriel Unified	Los Angeles	Parents-Priority Area 3	Met
19752910000000	San Gabriel Unified	Los Angeles	Climate-Priority Area 6	Met
19753090000000	Acton-Agua Dulce Unified	Los Angeles	Basic-Priority Area 1	Met
19753090000000	Acton-Agua Dulce Unified	Los Angeles	Academic-Priority Area 2	Met
19753090000000	Acton-Agua Dulce Unified	Los Angeles	Parents-Priority Area 3	Met
19753090000000	Acton-Agua Dulce Unified	Los Angeles	Climate-Priority Area 6	Not Met
19753330000000	Manhattan Beach Unified	Los Angeles	Basic-Priority Area 1	Met
19753330000000	Manhattan Beach Unified	Los Angeles	Academic-Priority Area 2	Met
19753330000000	Manhattan Beach Unified	Los Angeles	Parents-Priority Area 3	Met
19753330000000	Manhattan Beach Unified	Los Angeles	Climate-Priority Area 6	Met
19753410000000	Redondo Beach Unified	Los Angeles	Basic-Priority Area 1	Met
19753410000000	Redondo Beach Unified	Los Angeles	Academic-Priority Area 2	Met
19753410000000	Redondo Beach Unified	Los Angeles	Parents-Priority Area 3	Met
19753410000000	Redondo Beach Unified	Los Angeles	Climate-Priority Area 6	Met
19757130000000	Alhambra Unified	Los Angeles	Basic-Priority Area 1	Met
19757130000000	Alhambra Unified	Los Angeles	Academic-Priority Area 2	Met
19757130000000	Alhambra Unified	Los Angeles	Parents-Priority Area 3	Met
19757130000000	Alhambra Unified	Los Angeles	Climate-Priority Area 6	Met
19768690000000	Wiseburn Unified	Los Angeles	Basic-Priority Area 1	Met
19768690000000	Wiseburn Unified	Los Angeles	Academic-Priority Area 2	Met
19768690000000	Wiseburn Unified	Los Angeles	Parents-Priority Area 3	Met
19768690000000	Wiseburn Unified	Los Angeles	Climate-Priority Area 6	Met
20102070000000	Madera County Superintendent of Schools	Madera	Basic-Priority Area 1	Met
20102070000000	Madera County Superintendent of Schools	Madera	Academic-Priority Area 2	Met
20102070000000	Madera County Superintendent of Schools	Madera	Parents-Priority Area 3	Met
20102070000000	Madera County Superintendent of Schools	Madera	Climate-Priority Area 6	Met
20102070000000	Madera County Superintendent of Schools	Madera	Expelled-Priority Area 9	Met
20102070000000	Madera County Superintendent of Schools	Madera	FosterYouth-Priority Area 10	Met
20651770000000	Alview-Dairyland Union Elementary	Madera	Basic-Priority Area 1	Met
20651770000000	Alview-Dairyland Union Elementary	Madera	Academic-Priority Area 2	Met
20651770000000	Alview-Dairyland Union Elementary	Madera	Parents-Priority Area 3	Met
20651770000000	Alview-Dairyland Union Elementary	Madera	Climate-Priority Area 6	Met
20651850000000	Bass Lake Joint Union Elementary	Madera	Basic-Priority Area 1	Met
20651850000000	Bass Lake Joint Union Elementary	Madera	Academic-Priority Area 2	Met
20651850000000	Bass Lake Joint Union Elementary	Madera	Parents-Priority Area 3	Met
20651850000000	Bass Lake Joint Union Elementary	Madera	Climate-Priority Area 6	Met
20651930000000	Chowchilla Elementary	Madera	Basic-Priority Area 1	Met
20651930000000	Chowchilla Elementary	Madera	Academic-Priority Area 2	Met
20651930000000	Chowchilla Elementary	Madera	Parents-Priority Area 3	Met
20651930000000	Chowchilla Elementary	Madera	Climate-Priority Area 6	Met
20652010000000	Chowchilla Union High	Madera	Basic-Priority Area 1	Met
20652010000000	Chowchilla Union High	Madera	Academic-Priority Area 2	Met
20652010000000	Chowchilla Union High	Madera	Parents-Priority Area 3	Met
20652010000000	Chowchilla Union High	Madera	Climate-Priority Area 6	Met
20652430000000	Madera Unified	Madera	Basic-Priority Area 1	Met
20652430000000	Madera Unified	Madera	Academic-Priority Area 2	Met
20652430000000	Madera Unified	Madera	Parents-Priority Area 3	Met
