CDS	LEAname	Countyname	LocalIndicator	Performance
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	Basic-Priority Area 1	Met
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	Academic-Priority Area 2	Met
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	Parents-Priority Area 3	Met
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	Climate-Priority Area 6	Met
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	Expelled-Priority Area 9	Met
40104050000000	San Luis Obispo County Office of Education	San Luis Obispo	FosterYouth-Priority Area 10	Met
40687000000000	Atascadero Unified	San Luis Obispo	Basic-Priority Area 1	Met
40687000000000	Atascadero Unified	San Luis Obispo	Academic-Priority Area 2	Met
40687000000000	Atascadero Unified	San Luis Obispo	Parents-Priority Area 3	Met
40687000000000	Atascadero Unified	San Luis Obispo	Climate-Priority Area 6	Met
40687260000000	Cayucos Elementary	San Luis Obispo	Basic-Priority Area 1	Met
40687260000000	Cayucos Elementary	San Luis Obispo	Academic-Priority Area 2	Met
40687260000000	Cayucos Elementary	San Luis Obispo	Parents-Priority Area 3	Met
40687260000000	Cayucos Elementary	San Luis Obispo	Climate-Priority Area 6	Met
40687590000000	Lucia Mar Unified	San Luis Obispo	Basic-Priority Area 1	Met
40687590000000	Lucia Mar Unified	San Luis Obispo	Academic-Priority Area 2	Met
40687590000000	Lucia Mar Unified	San Luis Obispo	Parents-Priority Area 3	Met
40687590000000	Lucia Mar Unified	San Luis Obispo	Climate-Priority Area 6	Met
40687910000000	Pleasant Valley Joint Union Elementary	San Luis Obispo	Basic-Priority Area 1	Met
40687910000000	Pleasant Valley Joint Union Elementary	San Luis Obispo	Academic-Priority Area 2	Met
40687910000000	Pleasant Valley Joint Union Elementary	San Luis Obispo	Parents-Priority Area 3	Met
40687910000000	Pleasant Valley Joint Union Elementary	San Luis Obispo	Climate-Priority Area 6	Met
40688090000000	San Luis Coastal Unified	San Luis Obispo	Basic-Priority Area 1	Met
40688090000000	San Luis Coastal Unified	San Luis Obispo	Academic-Priority Area 2	Met
40688090000000	San Luis Coastal Unified	San Luis Obispo	Parents-Priority Area 3	Met
40688090000000	San Luis Coastal Unified	San Luis Obispo	Climate-Priority Area 6	Met
40688250000000	San Miguel Joint Union	San Luis Obispo	Basic-Priority Area 1	Met
40688250000000	San Miguel Joint Union	San Luis Obispo	Academic-Priority Area 2	Met
40688250000000	San Miguel Joint Union	San Luis Obispo	Parents-Priority Area 3	Met
40688250000000	San Miguel Joint Union	San Luis Obispo	Climate-Priority Area 6	Met
40688330000000	Shandon Joint Unified	San Luis Obispo	Basic-Priority Area 1	Met
40688330000000	Shandon Joint Unified	San Luis Obispo	Academic-Priority Area 2	Met
40688330000000	Shandon Joint Unified	San Luis Obispo	Parents-Priority Area 3	Met
40688330000000	Shandon Joint Unified	San Luis Obispo	Climate-Priority Area 6	Met
40688410000000	Templeton Unified	San Luis Obispo	Basic-Priority Area 1	Met
40688410000000	Templeton Unified	San Luis Obispo	Academic-Priority Area 2	Met
40688410000000	Templeton Unified	San Luis Obispo	Parents-Priority Area 3	Met
40688410000000	Templeton Unified	San Luis Obispo	Climate-Priority Area 6	Met
40754570000000	Paso Robles Joint Unified	San Luis Obispo	Basic-Priority Area 1	Met
40754570000000	Paso Robles Joint Unified	San Luis Obispo	Academic-Priority Area 2	Met
40754570000000	Paso Robles Joint Unified	San Luis Obispo	Parents-Priority Area 3	Met
40754570000000	Paso Robles Joint Unified	San Luis Obispo	Climate-Priority Area 6	Met
40754650000000	Coast Unified	San Luis Obispo	Basic-Priority Area 1	Met
40754650000000	Coast Unified	San Luis Obispo	Academic-Priority Area 2	Met
40754650000000	Coast Unified	San Luis Obispo	Parents-Priority Area 3	Met
40754650000000	Coast Unified	San Luis Obispo	Climate-Priority Area 6	Met
41104130000000	San Mateo County Office of Education	San Mateo	Basic-Priority Area 1	Met
41104130000000	San Mateo County Office of Education	San Mateo	Academic-Priority Area 2	Met
41104130000000	San Mateo County Office of Education	San Mateo	Parents-Priority Area 3	Met
41104130000000	San Mateo County Office of Education	San Mateo	Climate-Priority Area 6	Met
41104130000000	San Mateo County Office of Education	San Mateo	Expelled-Priority Area 9	Met
41104130000000	San Mateo County Office of Education	San Mateo	FosterYouth-Priority Area 10	Met
41688580000000	Bayshore Elementary	San Mateo	Basic-Priority Area 1	Met
41688580000000	Bayshore Elementary	San Mateo	Academic-Priority Area 2	Met
41688580000000	Bayshore Elementary	San Mateo	Parents-Priority Area 3	Met
41688580000000	Bayshore Elementary	San Mateo	Climate-Priority Area 6	Met
41688660000000	Belmont-Redwood Shores Elementary	San Mateo	Basic-Priority Area 1	Met
41688660000000	Belmont-Redwood Shores Elementary	San Mateo	Academic-Priority Area 2	Met
41688660000000	Belmont-Redwood Shores Elementary	San Mateo	Parents-Priority Area 3	Met
41688660000000	Belmont-Redwood Shores Elementary	San Mateo	Climate-Priority Area 6	Met
41688740000000	Brisbane Elementary	San Mateo	Basic-Priority Area 1	Met
41688740000000	Brisbane Elementary	San Mateo	Academic-Priority Area 2	Met
41688740000000	Brisbane Elementary	San Mateo	Parents-Priority Area 3	Met
41688740000000	Brisbane Elementary	San Mateo	Climate-Priority Area 6	Not Met
41688820000000	Burlingame Elementary	San Mateo	Basic-Priority Area 1	Met
41688820000000	Burlingame Elementary	San Mateo	Academic-Priority Area 2	Met
41688820000000	Burlingame Elementary	San Mateo	Parents-Priority Area 3	Met
41688820000000	Burlingame Elementary	San Mateo	Climate-Priority Area 6	Met
41688900000000	Cabrillo Unified	San Mateo	Basic-Priority Area 1	Met
41688900000000	Cabrillo Unified	San Mateo	Academic-Priority Area 2	Met
41688900000000	Cabrillo Unified	San Mateo	Parents-Priority Area 3	Met
41688900000000	Cabrillo Unified	San Mateo	Climate-Priority Area 6	Met
41689080000000	Hillsborough City Elementary	San Mateo	Basic-Priority Area 1	Met
41689080000000	Hillsborough City Elementary	San Mateo	Academic-Priority Area 2	Met
41689080000000	Hillsborough City Elementary	San Mateo	Parents-Priority Area 3	Met
41689080000000	Hillsborough City Elementary	San Mateo	Climate-Priority Area 6	Met
41689160000000	Jefferson Elementary	San Mateo	Basic-Priority Area 1	Met
41689160000000	Jefferson Elementary	San Mateo	Academic-Priority Area 2	Met
41689160000000	Jefferson Elementary	San Mateo	Parents-Priority Area 3	Met
41689160000000	Jefferson Elementary	San Mateo	Climate-Priority Area 6	Met
41689240000000	Jefferson Union High	San Mateo	Basic-Priority Area 1	Met
41689240000000	Jefferson Union High	San Mateo	Academic-Priority Area 2	Met
41689240000000	Jefferson Union High	San Mateo	Parents-Priority Area 3	Met
41689240000000	Jefferson Union High	San Mateo	Climate-Priority Area 6	Met
41689320000000	Pacifica	San Mateo	Basic-Priority Area 1	Met
41689320000000	Pacifica	San Mateo	Academic-Priority Area 2	Met
41689320000000	Pacifica	San Mateo	Parents-Priority Area 3	Met
41689320000000	Pacifica	San Mateo	Climate-Priority Area 6	Met
41689400000000	La Honda-Pescadero Unified	San Mateo	Basic-Priority Area 1	Met
41689400000000	La Honda-Pescadero Unified	San Mateo	Academic-Priority Area 2	Met
41689400000000	La Honda-Pescadero Unified	San Mateo	Parents-Priority Area 3	Met
41689400000000	La Honda-Pescadero Unified	San Mateo	Climate-Priority Area 6	Met
41689570000000	Las Lomitas Elementary	San Mateo	Basic-Priority Area 1	Met
41689570000000	Las Lomitas Elementary	San Mateo	Academic-Priority Area 2	Met
41689570000000	Las Lomitas Elementary	San Mateo	Parents-Priority Area 3	Met
41689570000000	Las Lomitas Elementary	San Mateo	Climate-Priority Area 6	Met
41689650000000	Menlo Park City Elementary	San Mateo	Basic-Priority Area 1	Met
41689650000000	Menlo Park City Elementary	San Mateo	Academic-Priority Area 2	Met
41689650000000	Menlo Park City Elementary	San Mateo	Parents-Priority Area 3	Met
41689650000000	Menlo Park City Elementary	San Mateo	Climate-Priority Area 6	Met
41689730000000	Millbrae Elementary	San Mateo	Basic-Priority Area 1	Met
41689730000000	Millbrae Elementary	San Mateo	Academic-Priority Area 2	Met
41689730000000	Millbrae Elementary	San Mateo	Parents-Priority Area 3	Met
41689730000000	Millbrae Elementary	San Mateo	Climate-Priority Area 6	Met
41689810000000	Portola Valley Elementary	San Mateo	Basic-Priority Area 1	Met
41689810000000	Portola Valley Elementary	San Mateo	Academic-Priority Area 2	Met
41689810000000	Portola Valley Elementary	San Mateo	Parents-Priority Area 3	Met
41689810000000	Portola Valley Elementary	San Mateo	Climate-Priority Area 6	Met
41689990000000	Ravenswood City Elementary	San Mateo	Basic-Priority Area 1	Met
41689990000000	Ravenswood City Elementary	San Mateo	Academic-Priority Area 2	Met
41689990000000	Ravenswood City Elementary	San Mateo	Parents-Priority Area 3	Met
41689990000000	Ravenswood City Elementary	San Mateo	Climate-Priority Area 6	Met
41690050000000	Redwood City Elementary	San Mateo	Basic-Priority Area 1	Met
41690050000000	Redwood City Elementary	San Mateo	Academic-Priority Area 2	Met
41690050000000	Redwood City Elementary	San Mateo	Parents-Priority Area 3	Met
41690050000000	Redwood City Elementary	San Mateo	Climate-Priority Area 6	Met
41690130000000	San Bruno Park Elementary	San Mateo	Basic-Priority Area 1	Met
41690130000000	San Bruno Park Elementary	San Mateo	Academic-Priority Area 2	Met
41690130000000	San Bruno Park Elementary	San Mateo	Parents-Priority Area 3	Met
41690130000000	San Bruno Park Elementary	San Mateo	Climate-Priority Area 6	Met
41690210000000	San Carlos Elementary	San Mateo	Basic-Priority Area 1	Met
41690210000000	San Carlos Elementary	San Mateo	Academic-Priority Area 2	Met
41690210000000	San Carlos Elementary	San Mateo	Parents-Priority Area 3	Met
41690210000000	San Carlos Elementary	San Mateo	Climate-Priority Area 6	Met
41690390000000	San Mateo-Foster City	San Mateo	Basic-Priority Area 1	Met
41690390000000	San Mateo-Foster City	San Mateo	Academic-Priority Area 2	Met
41690390000000	San Mateo-Foster City	San Mateo	Parents-Priority Area 3	Met
41690390000000	San Mateo-Foster City	San Mateo	Climate-Priority Area 6	Not Met
41690470000000	San Mateo Union High	San Mateo	Basic-Priority Area 1	Met
41690470000000	San Mateo Union High	San Mateo	Academic-Priority Area 2	Met
41690470000000	San Mateo Union High	San Mateo	Parents-Priority Area 3	Met
41690470000000	San Mateo Union High	San Mateo	Climate-Priority Area 6	Met
41690620000000	Sequoia Union High	San Mateo	Basic-Priority Area 1	Met
41690620000000	Sequoia Union High	San Mateo	Academic-Priority Area 2	Met
41690620000000	Sequoia Union High	San Mateo	Parents-Priority Area 3	Met
41690620000000	Sequoia Union High	San Mateo	Climate-Priority Area 6	Met
41690700000000	South San Francisco Unified	San Mateo	Basic-Priority Area 1	Met
41690700000000	South San Francisco Unified	San Mateo	Academic-Priority Area 2	Met
41690700000000	South San Francisco Unified	San Mateo	Parents-Priority Area 3	Met
41690700000000	South San Francisco Unified	San Mateo	Climate-Priority Area 6	Met
41690880000000	Woodside Elementary	San Mateo	Basic-Priority Area 1	Met
41690880000000	Woodside Elementary	San Mateo	Academic-Priority Area 2	Met
41690880000000	Woodside Elementary	San Mateo	Parents-Priority Area 3	Met
41690880000000	Woodside Elementary	San Mateo	Climate-Priority Area 6	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	Basic-Priority Area 1	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	Academic-Priority Area 2	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	Parents-Priority Area 3	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	Climate-Priority Area 6	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	Expelled-Priority Area 9	Met
42104210000000	Santa Barbara County Office of Education	Santa Barbara	FosterYouth-Priority Area 10	Met
42691040000000	Ballard Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691040000000	Ballard Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691040000000	Ballard Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691040000000	Ballard Elementary	Santa Barbara	Climate-Priority Area 6	Met
42691120000000	Blochman Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691120000000	Blochman Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691120000000	Blochman Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691120000000	Blochman Union Elementary	Santa Barbara	Climate-Priority Area 6	Met
42691200000000	Santa Maria-Bonita	Santa Barbara	Basic-Priority Area 1	Met
42691200000000	Santa Maria-Bonita	Santa Barbara	Academic-Priority Area 2	Met
42691200000000	Santa Maria-Bonita	Santa Barbara	Parents-Priority Area 3	Met
42691200000000	Santa Maria-Bonita	Santa Barbara	Climate-Priority Area 6	Met
42691380000000	Buellton Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691380000000	Buellton Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691380000000	Buellton Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691380000000	Buellton Union Elementary	Santa Barbara	Climate-Priority Area 6	Met
42691460000000	Carpinteria Unified	Santa Barbara	Basic-Priority Area 1	Met
42691460000000	Carpinteria Unified	Santa Barbara	Academic-Priority Area 2	Met
42691460000000	Carpinteria Unified	Santa Barbara	Parents-Priority Area 3	Met
42691460000000	Carpinteria Unified	Santa Barbara	Climate-Priority Area 6	Met
42691610000000	Cold Spring Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691610000000	Cold Spring Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691610000000	Cold Spring Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691610000000	Cold Spring Elementary	Santa Barbara	Climate-Priority Area 6	Met
42691790000000	College Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691790000000	College Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691790000000	College Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691790000000	College Elementary	Santa Barbara	Climate-Priority Area 6	Met
42691950000000	Goleta Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42691950000000	Goleta Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42691950000000	Goleta Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
42691950000000	Goleta Union Elementary	Santa Barbara	Climate-Priority Area 6	Met
42692030000000	Guadalupe Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42692030000000	Guadalupe Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42692030000000	Guadalupe Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
42692030000000	Guadalupe Union Elementary	Santa Barbara	Climate-Priority Area 6	Met
42692110000000	Hope Elementary	Santa Barbara	Basic-Priority Area 1	Met
42692110000000	Hope Elementary	Santa Barbara	Academic-Priority Area 2	Met
42692110000000	Hope Elementary	Santa Barbara	Parents-Priority Area 3	Met
42692110000000	Hope Elementary	Santa Barbara	Climate-Priority Area 6	Met
42692290000000	Lompoc Unified	Santa Barbara	Basic-Priority Area 1	Met
42692290000000	Lompoc Unified	Santa Barbara	Academic-Priority Area 2	Met
42692290000000	Lompoc Unified	Santa Barbara	Parents-Priority Area 3	Met
42692290000000	Lompoc Unified	Santa Barbara	Climate-Priority Area 6	Met
42692450000000	Los Olivos Elementary	Santa Barbara	Basic-Priority Area 1	Met
42692450000000	Los Olivos Elementary	Santa Barbara	Academic-Priority Area 2	Met
42692450000000	Los Olivos Elementary	Santa Barbara	Parents-Priority Area 3	Met
42692450000000	Los Olivos Elementary	Santa Barbara	Climate-Priority Area 6	Met
42692520000000	Montecito Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42692520000000	Montecito Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42692520000000	Montecito Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
42692520000000	Montecito Union Elementary	Santa Barbara	Climate-Priority Area 6	Met
42692600000000	Orcutt Union Elementary	Santa Barbara	Basic-Priority Area 1	Met
42692600000000	Orcutt Union Elementary	Santa Barbara	Academic-Priority Area 2	Met
42692600000000	Orcutt Union Elementary	Santa Barbara	Parents-Priority Area 3	Met
